Code,Issuer,Type,Underlying,Strike,Maturity,Moneyless,Ratio,Last,%Change,Gearing,EffGearing,IV,Premium,Delta,Turnover,Outstanding,%Outstanding,Calllevel,Issued,AdjLast,Time
20914,SG,EU/CALL,1109,42.47,2019-12-20,-31.486,10,0.065,-13.333,49.6923,8.28506,43.8411,33.4985,0.166727,157664,896000,1.49333,0,60000000,0.649999976158142,2019-08-22 15:00:00
20915,SG,EU/CALL,2007,12.9,2019-10-24,-30.964,5,0.015,-16.667,131.333,11.6125,49.4931,31.7259,0.0884202,0,0,0,0,70000000,0.0749999983236194,2019-08-22 15:00:00
20917,SG,EU/CALL,1918,43.85,2019-10-28,-29.542,10,0.047,-35.616,72.0213,9.9382,49.9937,30.9306,0.13799,27600,0,0,0,40000000,0.469999983906746,2019-08-22 15:00:00
20919,GS,EU/CALL,3333,24.33,2019-11-27,-35.017,10,0.027,-12.903,66.7407,8.95423,46.9121,36.515,0.134164,26120,18580000,30.9667,0,60000000,0.270000007003546,2019-08-22 15:00:00
20920,GS,EU/CALL,0941,76.93,2019-11-22,-16.208,10,0.042,-19.231,157.619,16.7138,26.6409,16.8429,0.106039,16075,0,0,0,80000000,0.419999994337559,2019-08-22 15:00:00
20926,GS,EU/CALL,0175,12.5,2020-01-29,-5.219,10,0.125,42.045,9.504,4.7676,47.4557,15.7407,0.501641,860250,2310000,2.8875,0,80000000,1.25,2019-08-22 15:00:00
20927,MB,EU/CALL,0700,530.88,2020-02-03,-59.807,10,0.062,-7.463,535.806,12.9512,33.0327,59.994,0.0241715,0,0,0,0,20600000,0.61999998986721,2019-08-22 15:00:00
20929,MB,EU/CALL,0700,490.88,2020-02-03,-47.766,10,0.174,-6.452,190.92,11.1217,34.0337,48.2902,0.0582534,86775,0,0,0,12200000,1.7399999499321,2019-08-22 15:00:00
20931,UB,EU/PUT,0788,1.27,2019-12-13,-31.351,1,0.017,0,108.824,-7.28017,49.512,32.2703,-0.0668988,0,276000,0.394286,0,70000000,0.017000000923872,2019-08-22 15:00:00
20932,MB,EU/CALL,0700,440.88,2020-02-03,-32.715,10,0.39,-9.302,85.1795,10.1466,32.1901,33.8892,0.119121,29110,94000,1.34286,0,7000000,3.89999985694885,2019-08-22 15:00:00
20933,MB,EU/PUT,0788,1.99,2020-02-04,7.568,1,0.29,-12.121,6.37931,-3.46706,41.5636,8.10811,-0.543485,0,0,0,0,36500000,0.28999999165535,2019-08-22 15:00:00
20934,MB,EU/CALL,3969,7.5,2020-04-20,-48.221,5,0.094,2.174,10.766,3.59553,67.384,57.5099,0.333972,49550,985000,2.52564,0,39000000,0.469999983906746,2019-08-22 15:00:00
20935,MB,EU/CALL,1093,15.38,2020-05-05,-1.318,5,0.46,3.371,6.6,3.75456,46.399,16.469,0.568873,311600,60000,0.162162,0,37000000,2.30000004172325,2019-08-22 15:00:00
20937,UB,EU/CALL,0066,58.93,2019-12-24,-23.543,10,0.022,-26.667,216.818,16.3165,24.3408,24.0042,0.0752541,212585,12890000,21.4833,0,60000000,0.219999998807907,2019-08-22 15:00:00
20943,UB,EU/CALL,2823,16.88,2020-03-30,-15.775,5,0.074,-2.632,39.4054,9.70213,24.6538,18.3128,0.246213,71700,100000,0.1,0,100000000,0.370000004768372,2019-08-22 15:00:00
20944,UB,EU/CALL,3888,14.68,2019-10-28,-5.308,10,0.115,-16.058,12.1217,5.74587,60.5205,13.5581,0.474014,55960,2710000,2.71,0,100000000,1.15000002086163,2019-08-22 15:00:00
20945,UB,EU/PUT,2382,69.64,2020-01-22,-34.302,50,0,0,24.0909,-3.22298,74.8753,38.4528,-0.133784,0,0,0,0,60000000,0,2019-08-22 15:00:00
20948,UB,EU/PUT,0939,5.44,2019-11-28,-5.719,1,0.161,0,35.8385,-10.8718,25.6507,8.50953,-0.303355,302080,51000,0.0728571,0,70000000,0.160999998450279,2019-08-22 15:00:00
20951,UB,EU/PUT,1299,81.83,2020-04-23,7.248,50,0.228,4.587,6.69298,-3.63072,32.9641,7.69332,-0.542467,0,0,0,0,200000000,11.4000000059605,2019-08-22 15:00:00
20952,UB,EU/CALL,2282,16.63,2020-01-22,-38.123,10,0.055,-3.509,21.8909,5.41563,56.7517,42.691,0.247392,0,240000,0.4,0,60000000,0.549999997019768,2019-08-22 15:00:00
20953,UB,EU/CALL,0880,10.41,2020-01-24,-38.985,5,0.046,-13.208,32.5652,6.38298,49.7478,42.0561,0.196006,0,0,0,0,50000000,0.230000000447035,2019-08-22 15:00:00
20954,UB,EU/PUT,0066,46.41,2019-12-20,-2.704,10,0.182,18.182,26.2088,-10.526,21.4403,6.51992,-0.401622,3606880,8160000,13.6,0,60000000,1.81999996304512,2019-08-22 15:00:00
20955,UB,EU/CALL,1339,3.39,2019-12-20,-12.252,1,0.125,8.696,24.16,8.02512,36.6524,16.3907,0.332166,49056,43000,0.1075,0,40000000,0.125,2019-08-22 15:00:00
20957,UB,EU/CALL,0700,389.08,2019-11-22,-17.122,100,0.042,-6.667,79.0952,13.2323,29.8666,18.3865,0.167295,0,20000,0.00666667,0,300000000,4.19999994337559,2019-08-22 15:00:00
20958,JP,EU/CALL,0268,8,2020-03-31,-4.712,5,0.34,0,4.49412,2.66219,77.3446,26.9634,0.592373,0,0,0,0,40000000,1.70000001788139,2019-08-22 15:00:00
20959,CS,EU/CALL,0268,7.38,2020-04-29,3.403,10,0.193,0,3.95855,2.5456,72.4875,21.8586,0.643063,30880,890000,1.48333,0,60000000,1.93000003695488,2019-08-22 15:00:00
20960,CS,EU/CALL,1357,2.45,2020-01-14,-22.5,1,0.194,-3.483,10.3093,4.11122,67.3924,32.2,0.398789,651506,3112000,12.448,0,25000000,0.194000005722046,2019-08-22 15:00:00
20961,UB,EU/CALL,3188,38.05,2019-08-23,11.305,10,0.485,0,8.84536,0,0,-3.62311e-015,0,0,254000,0.362857,0,70000000,4.85000014305115,2019-08-22 15:00:00
20973,MB,EU/CALL,1766,10.88,2020-12-31,-92.226,10,0.02,0,28.3,4.53032,46.5614,95.7597,0.160082,0,1200000,2.4,0,50000000,0.199999995529652,2019-08-22 15:00:00
20974,CS,EU/CALL,3888,18.08,2020-01-14,-29.699,10,0.087,-14.706,16.023,4.97414,59.536,35.9397,0.310438,393750,2470000,6.175,0,40000000,0.869999974966049,2019-08-22 15:00:00
20975,CS,EU/CALL,1810,10.52,2019-11-22,-18.202,5,0.044,-4.348,40.4545,9.42845,39.6698,20.6742,0.233063,7569810,8492000,8.492,0,100000000,0.219999998807907,2019-08-22 15:00:00
20976,CS,EU/CALL,1299,86.91,2019-11-22,-13.906,10,0.113,-11.719,67.5221,13.5433,28.0764,15.3866,0.200576,2991650,10286000,14.6943,0,70000000,1.12999998033047,2019-08-22 15:00:00
20977,CS,EU/PUT,2382,69.64,2020-01-22,-34.302,50,0.04,0,53,-4.90974,56.8127,36.1887,-0.0926365,0,895000,1.49167,0,60000000,1.99999995529652,2019-08-22 15:00:00
20978,CS,EU/PUT,3690,62.83,2020-06-23,-10.179,100,0,0,6.6619,-2.10441,57.8871,25.1894,-0.315887,0,0,0,0,70000000,0,2019-08-22 15:00:00
20979,CS,EU/CALL,HSI,29333,2019-12-30,-12.686,8000,0.026,-16.129,125.148,18.3083,18.3774,13.485,0.146293,0,25310000,16.8733,0,150000000,208.000004291534,2019-08-22 15:00:00
20981,CS,EU/PUT,HSI,26666,2019-12-30,2.44,7000,0,0,14.3026,-7.88584,22.7559,4.55138,-0.551357,0,0,0,0,150000000,0,2019-08-22 15:00:00
20982,GS,EU/CALL,0027,63.93,2019-11-18,-30.603,10,0.029,-9.375,168.793,13.2748,35.8121,31.1951,0.0786455,13100,1770000,2.2125,0,80000000,0.28999999165535,2019-08-22 15:00:00
20986,GS,EU/CALL,0175,14.9,2020-04-27,-25.421,10,0.098,34.247,12.1224,4.42263,48.7697,33.67,0.36483,373240,150000,0.1875,0,80000000,0.979999974370003,2019-08-22 15:00:00
20987,GS,EU/CALL,3968,39.03,2019-11-18,-6.349,10,0.126,-10.638,29.127,10.6982,29.7333,9.78202,0.367294,0,100000,0.166667,0,60000000,1.26000002026558,2019-08-22 15:00:00
20988,VT,EU/CALL,0883,13.98,2020-02-28,-22.203,5,0.062,-10.145,36.9032,8.14296,33.9043,24.9126,0.220657,601745,525000,1.05,0,50000000,0.309999994933605,2019-08-22 15:00:00
20989,HS,EU/CALL,0175,13.02,2019-12-27,-9.596,10,0.079,49.057,15.038,6.19407,43.2381,16.2458,0.411895,48470,4020000,5.025,0,80000000,0.790000036358833,2019-08-22 15:00:00
20991,HS,EU/CALL,1299,95.88,2020-01-31,-25.662,10,0.105,-11.765,72.6667,10.661,29.3503,27.038,0.146711,3633570,516000,1.47429,0,35000000,1.04999996721745,2019-08-22 15:00:00
20992,UB,EU/CALL,0012,44.436,2019-10-25,-18.654,9.091,0.017,-45.161,242.321,18.8834,29.3542,19.0669,0.077927,5500,1530000,3.06,0,50000000,0.154547001654535,2019-08-22 15:00:00
20993,UB,EU/CALL,1113,68.88,2020-01-20,-26.618,10,0.042,-27.586,129.524,12.8421,27.375,27.3897,0.0991483,0,450000,1.125,0,40000000,0.419999994337559,2019-08-22 15:00:00
20995,UB,EU/CALL,2601,33.88,2020-01-20,-0.089,10,0.385,-1.282,8.79221,4.907,44.0518,11.4623,0.558108,252060,60000,0.0857143,0,70000000,3.84999990463257,2019-08-22 15:00:00
20997,UB,EU/CALL,6060,23.88,2020-02-27,-30.492,10,0.123,8.85,14.878,4.75335,54.5072,37.2131,0.319488,30548,2577000,5.154,0,50000000,1.23000003397465,2019-08-22 15:00:00
21000,UB,EU/CALL,0288,11.68,2019-09-30,-78.049,10,0.017,0,38.5882,5.3319,135.302,80.6402,0.138174,0,7765000,15.53,0,50000000,0.17000000923872,2019-08-22 15:00:00
21002,UB,EU/CALL,2883,11.08,2019-11-18,-27.21,10,0.029,70.588,30.0345,7.0353,56.144,30.5396,0.234241,0,500000,0.714286,0,70000000,0.28999999165535,2019-08-22 15:00:00
21004,UB,EU/CALL,2318,98.93,2019-10-28,-9.255,10,0.097,-11.818,93.3505,18.2735,24.3408,10.3258,0.195751,5851400,300000,0.3,0,100000000,0.97000002861023,2019-08-22 15:00:00
21005,UB,EU/CALL,0939,6.49,2019-11-14,-12.478,1,0.068,0,84.8529,15.6979,25.2418,13.6568,0.185001,0,6000,0.00857143,0,70000000,0.068000003695488,2019-08-22 15:00:00
21006,BI,EU/CALL,HSI,28600,2019-11-28,-9.87,9000,0.031,-8.824,93.3002,17.917,20.2219,10.9418,0.192036,0,0,0,0,200000000,278.999995440245,2019-08-22 15:00:00
21007,BI,EU/CALL,HSI,29288,2019-12-30,-12.513,8000,0.023,-17.857,141.472,19.6797,17.672,13.2199,0.139107,4600,64560000,32.28,0,200000000,184.000000357628,2019-08-22 15:00:00
21012,BI,EU/PUT,HSI,26700,2019-12-30,2.571,7000,0.248,7.826,14.9947,-8.45126,21.0606,4.09807,-0.563617,0,0,0,0,200000000,1735.99997162819,2019-08-22 15:00:00
21013,BP,EU/CALL,0857,4.99,2020-02-04,-30.287,1,0.047,-11.321,81.4894,9.96453,33.6164,31.5144,0.12228,0,0,0,0,70000000,0.0469999983906746,2019-08-22 15:00:00
21014,BP,EU/CALL,1398,6,2020-02-04,-21.951,1,0.057,-1.724,86.3158,12.2478,24.9748,23.1098,0.141895,0,870000,2.175,0,40000000,0.0570000000298023,2019-08-22 15:00:00
21015,BP,EU/CALL,1211,55,2020-02-04,-36.139,10,0.111,-31.481,36.3964,6.86575,44.8573,38.8861,0.188638,30650,0,0,0,40000000,1.11000001430511,2019-08-22 15:00:00
21016,BI,EU/CALL,3968,42.13,2019-12-23,-14.796,10,0.129,-7.857,28.4496,8.34911,36.0271,18.3106,0.29347,0,325000,0.464286,0,70000000,1.28999993205071,2019-08-22 15:00:00
21017,BP,EU/CALL,2318,83.88,2021-01-04,7.366,100,0.138,0.73,6.56159,4.09002,28.8597,7.8741,0.623327,1116150,8150000,2.0375,0,400000000,13.7999996542931,2019-08-22 15:00:00
21018,MB,EU/PUT,1810,7.99,2020-02-04,-10.225,1,0.51,2,17.451,-5.10869,39.416,15.9551,-0.292745,405169,210000,1.61538,0,13000000,0.509999990463257,2019-08-22 15:00:00
21019,MB,EU/CALL,6881,4.88,2021-07-16,-30.133,5,0.144,2.128,5.20833,2.59143,61.212,49.3333,0.497554,43500,1330000,3.325,0,40000000,0.719999969005585,2019-08-22 15:00:00
21020,MB,EU/CALL,6862,35.88,2021-11-16,-5.22,50,0.243,0,2.80658,1.87853,63.676,40.8504,0.669329,400550,300000,0.75,0,40000000,12.1500000357628,2019-08-22 15:00:00
21021,MB,EU/CALL,0883,12.38,2020-02-04,-8.217,5,0.132,-10.811,17.3333,6.74681,36.1088,13.986,0.389239,610120,325000,1.06557,0,30500000,0.659999996423721,2019-08-22 15:00:00
21022,MB,EU/PUT,0011,186.88,2020-02-04,11.106,50,0.465,10.714,7.23441,-5.39562,22.3033,2.717,-0.745828,0,110000,0.275,0,40000000,23.2500001788139,2019-08-22 15:00:00
21025,VT,EU/CALL,0175,11.8,2020-01-15,0.673,10,0.172,33.333,6.90698,4.00621,55.8789,13.8047,0.580024,0,0,0,0,40000000,1.72000005841255,2019-08-22 15:00:00
21032,JP,EU/CALL,0148,22.88,2020-02-28,-29.852,10,0.1,-4.762,17.62,5.10202,54.2086,35.5278,0.289558,63250,0,0,0,40000000,1.00000001490116,2019-08-22 15:00:00
21033,JP,EU/CALL,1888,7.37,2020-01-31,-24.493,5,0.148,-5.128,8,3.46638,76.2846,36.9932,0.433298,77805,0,0,0,40000000,0.740000009536743,2019-08-22 15:00:00
21035,EA,EU/CALL,3323,6.59,2021-07-12,4.493,10,0.216,2.857,3.19444,2.1197,63.6971,26.8116,0.663558,0,40000,0.0571429,0,70000000,2.16000005602837,2019-08-22 15:00:00
21036,JP,EU/CALL,0175,12.21,2020-01-31,-2.778,5,0.28,37.931,8.48571,4.52767,48.3111,14.5623,0.533564,791680,895000,0.895,0,100000000,1.40000000596046,2019-08-22 15:00:00
21037,HS,EU/CALL,3988,3.3,2020-01-31,-10.368,1,0.069,-8,43.3333,11.9605,21.5585,12.6756,0.276013,118000,26952000,67.38,0,40000000,0.0689999982714653,2019-08-22 15:00:00
21040,SG,EU/CALL,0175,11.28,2020-01-31,5.051,10,0.192,32.414,6.1875,3.89163,51.5208,11.1111,0.62895,6706120,500000,0.625,0,80000000,1.9200000166893,2019-08-22 15:00:00
21043,JP,EU/PUT,1928,36.36,2020-01-31,1.281,10,0.36,5.882,9.97222,-5.74733,27.247,8.74652,-0.576334,244540,128000,0.16,0,80000000,3.60000014305115,2019-08-22 15:00:00
21044,JP,EU/CALL,1299,95.59,2020-01-31,-25.282,10,0.089,-15.238,85.7303,11.472,27.6957,26.4482,0.133815,29770,6056000,6.056,0,100000000,0.890000015497208,2019-08-22 15:00:00
21046,JP,EU/CALL,1093,14.64,2020-01-31,3.557,5,0.445,3.488,6.82247,4.1652,48.433,11.1001,0.610512,54650,72000,0.18,0,40000000,2.22499996423721,2019-08-22 15:00:00
21048,BI,EU/CALL,0175,11.78,2020-03-09,0.842,10,0.173,29.104,6.86705,4.0043,47.5946,13.7205,0.583117,2904390,560000,0.56,0,100000000,1.72999992966652,2019-08-22 15:00:00
21049,BI,EU/CALL,0175,12.9,2019-12-24,-8.586,5,0.18,48.76,13.2,5.75356,46.3652,16.1616,0.435876,21956700,0,0,0,70000000,0.900000035762787,2019-08-22 15:00:00
21051,JP,EU/PUT,0175,10.1,2020-01-31,-14.983,5,0.135,-27.027,17.6,-4.40164,47.6865,20.665,-0.250093,1576020,1410000,2.82,0,50000000,0.67500002682209,2019-08-22 15:00:00
21052,CS,EU/CALL,0175,12.18,2020-02-28,-2.525,10,0.178,29.927,6.67416,3.72407,55.2718,17.5084,0.557983,240790,20000,0.02,0,100000000,1.78000003099442,2019-08-22 15:00:00
21053,CS,EU/CALL,0175,14.9,2020-04-23,-25.421,10,0.105,32.911,11.3143,4.24723,51.0613,34.2593,0.375386,66540,1530000,1.53,0,100000000,1.04999996721745,2019-08-22 15:00:00
21054,CS,EU/CALL,1888,6.89,2020-03-10,-16.385,10,0.098,-3.922,6.04082,3.05052,74.6598,32.9392,0.504984,18050,220000,0.44,0,50000000,0.979999974370003,2019-08-22 15:00:00
21055,CS,EU/CALL,1398,6.09,2019-11-26,-23.78,1,0.02,0,246,17.1951,26.608,24.187,0.0698989,0,2694000,4.49,0,60000000,0.0199999995529652,2019-08-22 15:00:00
21056,GS,EU/CALL,1211,60.93,2020-01-24,-50.817,10,0.08,-23.077,50.5,6.86725,50.4051,52.797,0.135985,35325,0,0,0,60000000,0.799999982118607,2019-08-22 15:00:00
21057,GS,EU/CALL,1810,9.09,2020-07-24,-2.135,10,0.125,-1.575,7.12,3.9772,38.1615,16.1798,0.558596,164434,544000,0.544,0,100000000,1.25,2019-08-22 15:00:00
21066,GS,EU/CALL,1299,86.91,2019-11-22,-13.906,10,0.111,-11.2,68.7387,13.6618,27.8907,15.3604,0.198749,1280200,3674000,4.5925,0,80000000,1.11000001430511,2019-08-22 15:00:00
21067,MB,EU/PUT,0175,9.99,2020-04-02,-15.909,5,0.159,-23.923,14.9434,-3.76624,46.0949,22.601,-0.252033,360135,0,0,0,40000000,0.794999971985817,2019-08-22 15:00:00
21068,MB,EU/CALL,2628,19.63,2020-02-04,-8.453,10,0.123,-6.818,14.7154,6.2505,36.8725,15.2486,0.424758,0,50000,0.125,0,40000000,1.23000003397465,2019-08-22 15:00:00
21070,MB,EU/CALL,1044,66.68,2020-02-04,-22.461,10,0.214,-20.741,25.4439,6.71718,42.6613,26.3912,0.263999,1883850,300000,1,0,30000000,2.14000001549721,2019-08-22 15:00:00
21071,MB,EU/CALL,1099,33.88,2020-06-02,-16.828,10,0.315,5,9.20635,4.04129,46.748,27.6897,0.438968,60960,0,0,0,33000000,3.14999997615814,2019-08-22 15:00:00
21072,MB,EU/CALL,1211,48.88,2021-02-02,-20.99,50,0.137,-17.47,5.89781,2.91497,51.1812,37.9455,0.494246,1435850,700000,1.75,0,40000000,6.84999972581863,2019-08-22 15:00:00
21073,UB,EU/PUT,0011,180.88,2020-01-20,7.539,50,0.39,6.849,8.62564,-5.66363,25.2778,4.0547,-0.656604,9750,225000,0.5625,0,40000000,19.4999992847443,2019-08-22 15:00:00
21074,UB,EU/CALL,0175,14.9,2020-04-27,-25.421,10,0.099,33.784,12,4.39655,49.0382,33.7542,0.366379,0,40000,0.0571429,0,70000000,0.989999994635582,2019-08-22 15:00:00
21076,UB,EU/CALL,0027,63.93,2019-11-18,-30.603,10,0.023,-30.303,212.826,14.296,34.0332,31.0725,0.0671723,149160,20070000,25.0875,0,80000000,0.230000000447035,2019-08-22 15:00:00
21077,JP,EU/CALL,1211,57.57,2020-01-31,-42.5,10,0.106,-36.527,38.1132,6.59352,48.6865,45.1238,0.172998,755420,150000,0.3,0,50000000,1.05999998748302,2019-08-22 15:00:00
21078,JP,EU/CALL,2318,108.98,2021-02-19,-20.353,50,0.12,-1.639,15.0917,5.18585,29.1818,26.9796,0.343624,0,0,0,0,500000000,5.99999986588955,2019-08-22 15:00:00
21079,CS,EU/CALL,HSI,28642,2019-11-28,-10.031,9000,0.025,-19.355,115.692,19.6931,18.9003,10.8957,0.17022,69870,8280000,5.52,0,150000000,225.000003352761,2019-08-22 15:00:00
21080,SG,EU/CALL,1299,93.93,2019-11-01,-23.106,10,0.033,0,231.212,17.1069,30.7949,23.5387,0.0739877,122198,9632000,16.0533,0,60000000,0.329999998211861,2019-08-22 15:00:00
21081,SG,EU/CALL,1898,3.5,2020-01-31,-24.113,1,0.111,0,25.4054,6.72682,41.5122,28.0496,0.264779,0,100000,0.25,0,40000000,0.111000001430511,2019-08-22 15:00:00
21082,SG,EU/CALL,1766,6.96,2020-11-23,-22.968,5,0.129,0.781,8.77519,3.64426,46.0108,34.364,0.415291,28160,30000,0.05,0,60000000,0.644999966025352,2019-08-22 15:00:00
21084,SG,EU/CALL,0358,10.82,2019-11-28,-22.955,5,0.04,-4.762,44,8.99536,42.1125,25.2273,0.20444,0,985000,1.40714,0,70000000,0.199999995529652,2019-08-22 15:00:00
21087,HT,EU/CALL,0175,12.9,2019-12-24,-8.586,5,0.182,49.18,13.0549,5.70772,46.7285,16.2458,0.437207,21585700,375000,0.535714,0,70000000,0.90999998152256,2019-08-22 15:00:00
21088,HT,EU/CALL,0027,58.8,2019-12-03,-20.123,10,0.089,-17.593,55,10.4726,35.1116,21.9408,0.190411,2853440,3220000,6.44,0,50000000,0.890000015497208,2019-08-22 15:00:00
21089,GS,EU/PUT,0027,44.75,2019-12-02,-8.58,10,0.235,9.302,20.8298,-6.27412,41.5832,13.381,-0.301209,1088290,2190000,2.7375,0,80000000,2.34999999403954,2019-08-22 15:00:00
21090,GS,EU/PUT,0388,254.8,2019-10-25,1.272,50,0.27,5.882,18.637,-9.63651,28.0516,4.0938,-0.517062,28600,100000,0.1,0,100000000,13.5000005364418,2019-08-22 15:00:00
21091,MB,EU/CALL,0700,390.88,2020-02-03,-17.664,50,0.195,-8.879,34.0718,8.7487,31.2154,20.599,0.256772,652310,150000,0.75,0,20000000,9.74999964237213,2019-08-22 15:00:00
21093,MB,EU/CALL,0700,345.88,2020-02-03,-4.118,50,0.48,-4,13.8417,6.5935,32.9379,11.3426,0.476352,1206920,10000,0.05,0,20000000,23.9999994635582,2019-08-22 15:00:00
21094,MB,EU/PUT,0700,345.88,2020-02-03,4.118,50,0,0,9.49143,-5.04577,30.7014,6.41782,-0.531613,0,0,0,0,20000000,0,2019-08-22 15:00:00
21095,MB,EU/CALL,0788,2.38,2020-03-03,-28.649,1,0.078,-17.895,23.7179,6.15127,42.3493,32.8649,0.259351,0,0,0,0,38000000,0.0780000016093254,2019-08-22 15:00:00
21096,MB,EU/CALL,2331,26.88,2020-05-18,-18.938,10,0.345,4.545,6.55072,3.1683,63.3348,34.2035,0.483656,151300,745000,2.12857,0,35000000,3.44999998807907,2019-08-22 15:00:00
21098,UB,EU/CALL,2382,92.93,2020-03-06,12.33,100,0.26,-1.887,4.07692,2.849,64.0815,12.1981,0.698812,248300,1070000,1.07,0,100000000,25.9999990463257,2019-08-22 15:00:00
21100,UB,EU/PUT,0700,337.8,2019-10-23,1.686,100,0.177,0,18.7684,-10.0529,26.8323,3.64238,-0.535628,0,1680000,0.56,0,300000000,17.7000001072884,2019-08-22 15:00:00
21103,BI,EU/PUT,0027,51.83,2019-10-28,5.884,10,0.495,6.452,9.88889,-5.95142,38.4398,4.22881,-0.601829,0,0,0,0,40000000,4.95000004768372,2019-08-22 15:00:00
21107,JP,EU/CALL,0027,67.67,2020-01-17,-38.243,10,0.064,-8.571,76.4844,8.90682,40.2941,39.5506,0.116453,0,250000,0.25,0,100000000,0.640000030398369,2019-08-22 15:00:00
21108,CS,EU/PUT,1093,9.28,2020-03-24,-38.867,10,0.033,-5.714,46,-4.06672,56.6527,41.0408,-0.0884069,1758,458000,0.5725,0,80000000,0.329999998211861,2019-08-22 15:00:00
21109,JP,EU/CALL,0669,69.69,2020-01-31,-25.794,10,0.285,-1.724,19.4386,5.70172,49.3473,30.9386,0.29332,49725,10000,0.025,0,40000000,2.84999996423721,2019-08-22 15:00:00
21110,CS,EU/CALL,1898,3.68,2020-01-17,-30.496,1,0.078,4,36.1538,7.34587,42.6356,33.2624,0.203184,8100,100000,0.25,0,40000000,0.0780000016093254,2019-08-22 15:00:00
21112,CS,EU/CALL,2800,30.08,2019-11-22,-12.659,5,0.034,-19.048,157.059,18.4068,23.4332,13.2959,0.117197,0,0,0,0,60000000,0.17000000923872,2019-08-22 15:00:00
21115,CS,EU/PUT,2388,28.68,2020-02-14,6.026,10,0.355,1.429,7.61972,-4.69504,29.3735,7.09797,-0.61617,0,5000,0.0125,0,40000000,3.54999989271164,2019-08-22 15:00:00
21118,GS,EU/CALL,HSI,29600,2020-01-30,-13.712,7000,0,0,97.86,15.9011,18.6784,14.7335,0.162488,0,0,0,0,150000000,0,2019-08-22 15:00:00
21119,GS,EU/CALL,0762,9.9,2019-11-13,-26.115,1,0.056,-21.127,140.179,13.5255,34.7565,26.828,0.0964876,111950,6034000,10.0567,0,60000000,0.0560000017285347,2019-08-22 15:00:00
21120,GS,EU/CALL,0016,150.1,2019-12-02,-32.014,10,0.027,-6.897,421.111,16.4657,31.3695,32.2515,0.0391005,0,2030000,3.38333,0,60000000,0.270000007003546,2019-08-22 15:00:00
21121,JP,EU/CALL,2800,31.93,2020-02-28,-19.588,5,0.034,-17.073,157.059,15.2726,20.6262,20.2247,0.0972413,0,280000,0.28,0,100000000,0.17000000923872,2019-08-22 15:00:00
21122,CS,EU/CALL,6098,24.88,2020-01-20,-29.046,10,0.158,6.757,12.2025,4.30045,65.9691,37.2407,0.352423,138162,102000,0.255,0,40000000,1.58000007271767,2019-08-22 15:00:00
21124,CS,EU/CALL,1818,9.68,2020-01-20,3.968,5,0.365,-5.195,5.52329,3.43126,63.5253,14.1369,0.621235,83650,1347500,3.36875,0,40000000,1.82500004768372,2019-08-22 15:00:00
21129,JP,EU/CALL,2601,29.29,2019-09-02,13.471,10,0.465,-1.064,7.27957,6.84963,54.6982,0.265879,0.940939,0,66000,0.0825,0,80000000,4.65000003576279,2019-08-22 15:00:00
21160,GS,EU/PUT,0016,113.7,2019-12-24,0,10,0.82,15.493,13.8659,-7.698,24.3044,7.21196,-0.555177,378500,145000,0.241667,0,60000000,8.19999992847443,2019-08-22 15:00:00
21161,GS,EU/CALL,2328,10,2020-04-28,-13.122,5,0.184,-1.075,9.6087,4.3204,45.3368,23.5294,0.449635,149870,0,0,0,50000000,0.920000001788139,2019-08-22 15:00:00
21163,GS,EU/CALL,2601,32.93,2019-12-20,2.718,10,0.39,1.299,8.67949,5.16586,44.2227,8.80354,0.595181,58960,0,0,0,50000000,3.89999985694885,2019-08-22 15:00:00
21178,MB,EU/CALL,1347,16.88,2020-06-16,-23.392,10,0.27,-10,5.06667,2.61974,75.0204,43.1287,0.517054,8100,70000,0.245614,0,28500000,2.70000010728836,2019-08-22 15:00:00
21179,JP,EU/PUT,2007,7.77,2020-10-05,-21.117,10,0.121,1.681,8.1405,-2.61307,46.6999,33.401,-0.320996,54110,300000,0.375,0,80000000,1.20999999344349,2019-08-22 15:00:00
21180,MB,EU/CALL,3333,33.33,2020-04-02,-84.961,5,0.096,-11.111,37.5417,5.13946,58.497,87.6249,0.1369,129540,0,0,0,37000000,0.480000004172325,2019-08-22 15:00:00
21184,MB,EU/CALL,0005,88.88,2019-12-31,-56.341,10,0.01,0,568.5,13.3988,36.3739,56.5172,0.0235687,0,11320000,46.2041,0,24500000,0.0999999977648258,2019-08-22 15:00:00
21189,MB,EU/CALL,1177,12.88,2020-07-16,-21.509,5,0.34,1.493,6.23529,3.02049,61.685,37.5472,0.484418,27200,150000,0.375,0,40000000,1.70000001788139,2019-08-22 15:00:00
21190,UB,EU/PUT,0388,256.88,2020-03-23,2.099,100,0,0,8.82807,-4.19175,33.7507,9.22894,-0.47482,0,0,0,0,300000000,0,2019-08-22 15:00:00
21192,JP,EU/CALL,0388,288.2,2020-02-24,-14.547,100,0.069,-5.479,36.4638,9.72516,25.8525,17.2893,0.266707,0,60000,0.03,0,200000000,6.89999982714653,2019-08-22 15:00:00
21202,JP,EU/CALL,0799,9.69,2020-01-31,-76.503,5,0.037,-5.128,29.6757,4.89,69.7832,79.8725,0.164781,0,315000,0.7875,0,40000000,0.185000002384186,2019-08-22 15:00:00
21203,CS,EU/CALL,3969,6.38,2020-01-21,-26.087,5,0.117,0,8.64957,3.59604,76.6223,37.6482,0.415747,6950,30000,0.075,0,40000000,0.584999993443489,2019-08-22 15:00:00
