Code,Issuer,Type,Underlying,Strike,Maturity,Moneyless,Ratio,Last,%Change,Gearing,EffGearing,IV,Premium,Delta,Turnover,Outstanding,%Outstanding,Calllevel,Issued,AdjLast,Time
20138,VT,EU/CALL,1398,6.09,2019-11-26,-23.78,1,0.02,-4.762,246,17.1951,26.608,24.187,0.0698989,0,130000,0.216667,0,60000000,0.0199999995529652,2019-08-22 15:00:00
20139,VT,EU/CALL,0386,5.18,2020-01-03,-11.879,1,0.082,-22.642,56.4634,12.4056,25.4804,13.6501,0.219711,82360,2436000,6.09,0,40000000,0.0820000022649765,2019-08-22 15:00:00
20140,VT,EU/CALL,0016,129.8,2020-01-06,-14.16,10,0.149,-24.747,76.3087,13.007,25.4986,15.4705,0.170453,348775,1260000,6.3,0,20000000,1.49000003933907,2019-08-22 15:00:00
20142,VT,EU/PUT,0016,113.8,2020-01-03,0.088,10,0.89,18.667,12.7753,-6.97496,25.8665,7.73967,-0.545973,0,0,0,0,20000000,8.89999985694885,2019-08-22 15:00:00
20143,JP,EU/CALL,2628,20.05,2020-04-22,-10.773,10,0.117,-5.645,15.4701,6.20937,31.4869,17.2376,0.401379,26180,360000,0.36,0,100000000,1.16999998688698,2019-08-22 15:00:00
20144,JP,EU/CALL,0005,67.55,2019-09-30,-18.821,10,0.01,0,568.5,25.7479,30.0359,18.9974,0.0452909,0,16396000,16.396,0,100000000,0.0999999977648258,2019-08-22 15:00:00
20145,JP,EU/CALL,0386,5.55,2019-12-31,-19.87,1,0.026,-16.129,178.077,16.0768,23.6625,20.432,0.0902803,26472,4952000,4.952,0,100000000,0.0260000005364418,2019-08-22 15:00:00
20146,JP,EU/CALL,0857,4.44,2020-01-31,-15.927,1,0.081,-10.989,47.284,10.1326,29.3163,18.0418,0.214293,75404,5538000,5.538,0,100000000,0.0810000002384186,2019-08-22 15:00:00
20147,JP,EU/CALL,0016,132.32,2019-12-31,-16.376,10,0.103,-32.237,110.388,14.3492,25.0338,17.2823,0.129988,1100700,10615000,26.5375,0,40000000,1.03000000119209,2019-08-22 15:00:00
20149,SG,EU/PUT,0011,189.9,2019-11-26,12.901,100,0.236,10.798,7.12712,-6.4751,18.115,1.12961,-0.908516,0,220000,0.275,0,80000000,23.6000001430511,2019-08-22 15:00:00
20151,SG,EU/CALL,1347,18.2,2019-12-05,-33.041,10,0.098,-14.783,13.9592,4.49112,78.1344,40.2047,0.321732,105000,1000000,2,0,50000000,0.979999974370003,2019-08-22 15:00:00
20152,SG,EU/CALL,0135,7.5,2019-12-31,-10.294,1,0.355,5.97,19.1549,7.20508,37.3358,15.5147,0.376148,0,128000,0.512,0,25000000,0.354999989271164,2019-08-22 15:00:00
20153,GS,EU/CALL,HSCE,10950,2020-03-30,-8.201,3500,0,0,29.8088,10.2148,20.5529,11.5554,0.342676,0,0,0,0,150000000,0,2019-08-22 15:00:00
20157,GS,EU/CALL,0700,364.08,2019-12-17,-9.597,100,0.098,-5.769,33.898,10.6125,27.9516,12.5467,0.313071,1082570,4020000,2.68,0,150000000,9.79999974370003,2019-08-22 15:00:00
20158,MB,EU/CALL,1211,74.88,2020-05-04,-85.347,100,0.011,0,36.7273,5.09118,55.7976,88.0693,0.138621,0,27400000,68.5,0,40000000,1.09999999403954,2019-08-22 15:00:00
20159,GS,EU/CALL,2007,12.12,2020-02-21,-23.046,10,0.053,-3.636,18.5849,5.617,48.1092,28.4264,0.302235,14700,1120000,1.86667,0,60000000,0.529999993741512,2019-08-22 15:00:00
20160,GS,EU/CALL,2318,87.55,2019-10-28,3.313,10,0.51,-3.774,17.7549,10.9918,24.807,2.31916,0.619085,0,35000,0.04375,0,80000000,5.09999990463257,2019-08-22 15:00:00
20161,GS,EU/CALL,0998,4.89,2019-11-22,-20.741,1,0.071,-1.389,57.0423,10.5113,37.3323,22.4938,0.184272,0,1000000,1.66667,0,60000000,0.0710000023245811,2019-08-22 15:00:00
20162,CS,EU/PUT,0016,112.12,2019-09-25,-1.39,10,0.325,38.889,34.9846,-14.658,28.8569,4.24802,-0.418985,1006440,4180000,8.36,0,50000000,3.24999988079071,2019-08-22 15:00:00
20163,CS,EU/CALL,1055,5.75,2020-05-13,-23.656,5,0.131,0,7.09924,3.24072,63.4886,37.7419,0.456489,30670,620000,1.24,0,50000000,0.654999986290932,2019-08-22 15:00:00
20164,CS,EU/CALL,6881,4.88,2019-12-19,-30.133,1,0.11,0,34.0909,7.21092,48.4633,33.0667,0.21152,89755,1267000,4.22333,0,30000000,0.109999999403954,2019-08-22 15:00:00
20167,MB,EU/PUT,0700,315.88,2020-01-02,-4.913,50,0.335,3.077,19.8328,-7.04908,30.8588,9.95485,-0.355425,1393950,0,0,0,20000000,16.7500004172325,2019-08-22 15:00:00
20168,MB,EU/PUT,0700,265.88,2020-01-02,-19.964,10,0.53,6,62.6792,-8.14354,36.2994,21.5593,-0.129924,71560,0,0,0,12100000,5.29999971389771,2019-08-22 15:00:00
20169,MB,EU/CALL,2318,105,2022-04-04,-15.958,50,0.203,-2.404,8.92118,3.87387,29.2811,27.1673,0.434232,207500,25000,0.0657895,0,38000000,10.1499997079372,2019-08-22 15:00:00
20170,MB,EU/CALL,0656,11.18,2020-04-17,-16.337,5,0.12,9.091,16.0167,5.79332,36.12,22.5806,0.361706,112980,4772500,13.2569,0,36000000,0.599999986588955,2019-08-22 15:00:00
20174,UB,EU/CALL,6837,9.89,2019-12-24,-32.396,5,0.037,-7.5,40.3784,7.53464,46.3462,34.8728,0.186601,0,460000,0.657143,0,70000000,0.185000002384186,2019-08-22 15:00:00
20175,UB,EU/CALL,1336,39,2019-12-23,-11.908,10,0.21,-5.83,16.5952,6.34095,44.2694,17.934,0.382095,398923,247000,0.352857,0,70000000,2.09999993443489,2019-08-22 15:00:00
20177,JP,EU/CALL,0023,24.42,2020-03-30,-18.544,10,0.06,-9.091,34.3333,8.01795,32.4533,21.4563,0.233533,0,32000,0.08,0,40000000,0.599999986588955,2019-08-22 15:00:00
20178,JP,EU/PUT,3988,2.92,2020-05-05,-2.341,1,0.179,2.286,16.7039,-6.74626,21.9969,8.32776,-0.403873,0,227000,0.227,0,100000000,0.179000005125999,2019-08-22 15:00:00
20179,JP,EU/CALL,0998,4.74,2019-12-31,-17.037,1,0.089,-7.292,45.5056,10.2791,30.5739,19.2346,0.225886,48742,260000,0.433333,0,60000000,0.0890000015497208,2019-08-22 15:00:00
20181,JP,EU/CALL,0345,53.53,2019-12-31,-42.937,10,0.082,-18,45.6707,7.0999,50.5776,45.1268,0.155459,486,2306000,5.765,0,40000000,0.820000022649765,2019-08-22 15:00:00
20182,SG,EU/PUT,HSI,25162,2019-12-30,-3.337,6600,0.131,6.504,30.1073,-11.2783,19.8778,6.65889,-0.374604,7767490,125260000,41.7533,0,300000000,864.59998190403,2019-08-22 15:00:00
20183,SG,EU/CALL,6881,4.5,2019-12-20,-20,1,0.202,-5.164,18.5644,5.98965,51.4753,25.3867,0.322643,0,0,0,0,20000000,0.202000007033348,2019-08-22 15:00:00
20185,SG,EU/CALL,0880,9.01,2019-11-29,-20.294,5,0.056,-13.846,26.75,7.23683,48.8092,24.032,0.270536,0,500000,0.714286,0,70000000,0.280000008642673,2019-08-22 15:00:00
20186,CS,EU/CALL,1288,3.41,2019-12-20,-14.047,1,0.038,-7.317,78.6842,14.4005,23.206,15.3177,0.183017,0,0,0,0,60000000,0.0379999987781048,2019-08-22 15:00:00
20187,CS,EU/CALL,1336,38.88,2019-12-20,-11.564,10,0.204,-4.673,17.0833,6.50443,43.5954,17.4175,0.380747,0,640000,1.6,0,40000000,2.03999996185303,2019-08-22 15:00:00
20188,CS,EU/CALL,0880,9.01,2019-11-29,-20.294,5,0.049,-16.949,30.5714,7.78896,46.213,23.5648,0.254779,32590,2040000,3.4,0,60000000,0.244999993592501,2019-08-22 15:00:00
20190,CS,EU/PUT,1810,9.09,2020-02-28,2.135,10,0.133,-5,6.69173,-3.01855,48.1805,12.809,-0.451087,43950,654000,0.8175,0,80000000,1.33000001311302,2019-08-22 15:00:00
20191,CS,EU/CALL,0656,10.88,2019-12-20,-13.215,5,0.126,1.613,15.254,5.86596,48.9114,19.7711,0.384553,106480,1715000,4.2875,0,40000000,0.63000001013279,2019-08-22 15:00:00
20192,GS,EU/CALL,0939,7.28,2019-12-18,-26.17,1,0.023,-8,250.87,16.3133,25.4431,26.5685,0.0650269,0,1040000,1.3,0,80000000,0.0230000000447035,2019-08-22 15:00:00
20193,GS,EU/CALL,2318,97.55,2019-11-26,-7.731,10,0.188,-2.591,48.1649,13.6428,24.6454,9.80674,0.283253,1680460,1755000,1.755,0,100000000,1.87999993562698,2019-08-22 15:00:00
20194,GS,EU/CALL,0823,100.08,2019-09-25,-7.903,10,0.071,-22.826,130.634,23.7355,26.0117,8.66846,0.181695,221945,1210000,2.42,0,50000000,0.710000023245811,2019-08-22 15:00:00
20195,GS,EU/CALL,0005,66.71,2019-11-22,-17.344,10,0.016,-11.111,355.312,22.0271,21.521,17.6253,0.0619936,0,2156000,2.695,0,80000000,0.160000007599592,2019-08-22 15:00:00
20196,GS,EU/CALL,3988,3.39,2020-01-23,-13.378,1,0.06,-4.762,49.8333,11.7518,23.6995,15.3846,0.235822,29487,6453000,8.06625,0,80000000,0.0599999986588955,2019-08-22 15:00:00
20197,MB,EU/CALL,1066,9.88,2020-06-16,-37.222,5,0.24,-3.226,6,2.74316,75.5046,53.8889,0.457194,47900,0,0,0,34000000,1.19999997317791,2019-08-22 15:00:00
20198,UB,EU/CALL,0700,350.2,2019-11-26,-5.418,100,0.126,-5.97,26.3651,10.3315,28.7408,9.21132,0.391863,47501200,54950000,18.3167,0,300000000,12.6000002026558,2019-08-22 15:00:00
20199,BI,EU/PUT,2318,79.95,2019-09-30,-11.706,10,0.05,0,181.1,-19.9372,30.2611,12.2584,-0.11009,0,0,0,0,80000000,0.500000007450581,2019-08-22 15:00:00
20202,BI,EU/PUT,2318,73.83,2019-10-28,-18.465,10,0.051,0,177.549,-14.09,34.2172,19.0282,-0.0793586,2960300,1560000,1.95,0,80000000,0.509999990463257,2019-08-22 15:00:00
20203,JP,EU/CALL,0941,69.89,2019-12-06,-5.574,10,0.146,-15.116,45.3425,13.2726,24.3948,7.77946,0.29272,1039020,10545000,10.545,0,100000000,1.45999997854233,2019-08-22 15:00:00
20204,GS,EU/CALL,0700,340.2,2019-12-24,-2.408,100,0.208,-5.023,15.9712,7.78545,31.0884,8.66948,0.487469,3434780,150000,0.1,0,150000000,20.8000004291534,2019-08-22 15:00:00
20206,GS,EU/CALL,2238,7.89,2020-04-20,-3.543,10,0.123,3.361,6.19512,3.37979,58.7888,19.685,0.545557,185310,20000,0.0285714,0,70000000,1.23000003397465,2019-08-22 15:00:00
20207,GS,EU/CALL,2628,17.79,2020-03-26,1.713,10,0.199,-5.687,9.09548,5.29724,32.4393,9.28177,0.582404,409350,5200000,5.2,0,100000000,1.99000000953674,2019-08-22 15:00:00
20208,GS,EU/CALL,0175,13.02,2019-12-20,-9.596,10,0.078,52.941,15.2308,6.24794,44.1246,16.1616,0.410218,388430,2090000,2.6125,0,80000000,0.780000016093254,2019-08-22 15:00:00
20213,JP,EU/CALL,0267,11.51,2019-12-20,-26.345,10,0.013,0,70.0769,10.1575,36.5854,27.7717,0.144948,0,4770000,7.95,0,60000000,0.130000002682209,2019-08-22 15:00:00
20216,GS,EU/CALL,0941,70,2019-12-24,-5.74,10,0.164,-13.684,40.3659,12.3027,24.1092,8.21752,0.30478,767000,155000,0.19375,0,80000000,1.64000004529953,2019-08-22 15:00:00
20220,MB,EU/CALL,3333,23.88,2020-04-02,-32.519,5,0.169,-11.518,21.3254,5.63105,43.8454,37.2087,0.264053,519610,670000,4.1875,0,16000000,0.844999998807907,2019-08-22 15:00:00
20223,MB,EU/PUT,0388,240.88,2020-03-03,-4.261,50,0.295,9.259,17.0576,-6.32084,27.6996,10.1232,-0.370558,124375,640000,1.6,0,40000000,14.7499993443489,2019-08-22 15:00:00
20224,MB,EU/CALL,2238,7.68,2020-03-03,-0.787,5,0.242,4.31,6.29752,3.51685,61.2577,16.6667,0.55845,74110,0,0,0,40000000,1.20999999344349,2019-08-22 15:00:00
20225,MB,EU/CALL,2388,33.88,2020-01-03,-25.25,5,0.038,-2.564,142.368,13.2426,28.9747,25.9519,0.0930166,0,3250000,9.28571,0,35000000,0.189999993890524,2019-08-22 15:00:00
20228,CS,EU/CALL,2238,7.89,2020-04-20,-3.543,10,0.12,3.448,6.35,3.4445,57.5409,19.2913,0.542441,31836,0,0,0,70000000,1.19999997317791,2019-08-22 15:00:00
20230,CS,EU/PUT,0388,234.8,2019-11-26,-6.677,50,0.151,8.633,33.3245,-9.79092,29.0618,9.67806,-0.293805,174640,220000,0.314286,0,70000000,7.54999965429306,2019-08-22 15:00:00
20237,CS,EU/PUT,HSI,26157,2019-11-28,0.485,7200,0.168,13.514,21.5201,-10.958,20.3905,4.16185,-0.509195,4721460,40170000,26.78,0,150000000,1209.59998369217,2019-08-22 15:00:00
20239,CS,EU/CALL,1177,8.09,2020-02-28,23.679,10,0.315,0,3.36508,2.68175,60.5157,6.03774,0.796935,0,620000,0.885714,0,70000000,3.14999997615814,2019-08-22 15:00:00
20241,JP,EU/CALL,6881,4.94,2019-12-31,-31.733,1,0.111,-2.632,33.7838,7.01627,47.4463,34.6933,0.207682,5700,127000,0.254,0,50000000,0.111000001430511,2019-08-22 15:00:00
20244,JP,EU/CALL,0489,7.07,2019-12-31,0.842,1,0.82,7.895,8.69512,4.8017,49.8241,10.6592,0.552229,0,6000,0.02,0,30000000,0.819999992847443,2019-08-22 15:00:00
20245,JP,EU/CALL,1530,15.51,2019-12-31,-26.098,10,0.146,-18.436,8.42466,3.53785,83.9041,37.9675,0.41994,102860,535000,1.07,0,50000000,1.45999997854233,2019-08-22 15:00:00
20246,GS,EU/CALL,1398,6.09,2019-11-26,-23.78,1,0.016,-15.789,307.5,18.3235,25.3235,24.1057,0.0595885,0,0,0,0,80000000,0.0160000007599592,2019-08-22 15:00:00
20248,GS,EU/CALL,2007,11.52,2020-04-22,-16.954,10,0.077,-3.75,12.7922,4.83766,45.1674,24.7716,0.378172,87740,530000,0.757143,0,70000000,0.769999995827675,2019-08-22 15:00:00
20249,GS,EU/CALL,0388,278.2,2019-10-24,-10.572,100,0.018,-21.739,139.778,21.2752,22.2508,11.2878,0.152208,3600,5270000,3.51333,0,150000000,1.79999992251396,2019-08-22 15:00:00
20251,GS,EU/PUT,2318,73.83,2019-10-28,-18.465,10,0.039,8.333,232.179,-15.6015,32.0035,18.8956,-0.0671958,0,2070000,2.5875,0,80000000,0.390000008046627,2019-08-22 15:00:00
20254,MB,EU/CALL,2331,19.88,2020-10-16,12.035,10,0.6,3.448,3.76667,2.61457,50.2593,14.5133,0.694134,240000,3580000,8.95,0,40000000,6.00000023841858,2019-08-22 15:00:00
20255,BI,EU/CALL,1299,93.93,2019-11-01,-23.106,10,0.035,-16.667,218,16.7784,31.2073,23.5649,0.0769652,0,4670000,6.67143,0,70000000,0.350000001490116,2019-08-22 15:00:00
20257,BI,EU/PUT,0388,234.8,2019-11-26,-6.677,50,0.149,4.196,33.7718,-9.88692,28.8381,9.63832,-0.292757,12240300,8675000,8.675,0,100000000,7.45000019669533,2019-08-22 15:00:00
20258,BI,EU/PUT,0388,269.8,2019-09-30,7.234,100,0.223,4.206,11.2825,-8.2179,32.0025,1.62957,-0.728375,0,0,0,0,200000000,22.3000004887581,2019-08-22 15:00:00
20262,UB,EU/PUT,HSCE,9988,2020-03-30,-1.305,4000,0.164,3.797,15.427,-6.69368,23.1624,7.78729,-0.433895,3085780,100000,0.05,0,200000000,656.000018119812,2019-08-22 15:00:00
20264,JP,EU/PUT,0388,269.9,2019-09-30,7.273,100,0.23,5.023,10.9391,-7.81629,34.1236,1.86804,-0.714526,0,70000,0.035,0,200000000,23.0000004172325,2019-08-22 15:00:00
20265,JP,EU/PUT,0388,259.59,2020-04-06,3.176,100,0.265,0,9.49434,-4.7863,28.2699,7.35692,-0.504121,0,940000,0.47,0,200000000,26.4999985694885,2019-08-22 15:00:00
20266,JP,EU/PUT,0700,325.25,2019-12-31,-2.092,100,0.2,1.523,16.61,-6.88509,29.874,8.11258,-0.414515,129360,0,0,0,300000000,20.0000002980232,2019-08-22 15:00:00
20267,JP,EU/PUT,HSI,28000,2019-12-30,7.565,10000,0.25,6.383,10.4123,-7.60938,18.7836,2.03897,-0.730806,106460,2100000,0.525,0,400000000,2500,2019-08-22 15:00:00
20268,JP,EU/CALL,1818,9.09,2020-11-16,9.821,10,0.29,-3.333,3.47586,2.37373,57.4692,18.9484,0.682918,177075,3960000,6.6,0,60000000,2.8999999165535,2019-08-22 15:00:00
20269,JP,EU/PUT,0066,46.46,2019-12-31,-2.6,10,0.215,16.848,22.186,-9.08576,23.3115,7.10692,-0.409526,361315,1225000,3.0625,0,40000000,2.15000003576279,2019-08-22 15:00:00
20271,JP,EU/CALL,1658,5.25,2019-12-31,-15.639,1,0.13,-16.129,34.9231,9.19361,32.576,18.5022,0.263253,89020,0,0,0,40000000,0.129999995231628,2019-08-22 15:00:00
20272,CS,EU/PUT,0388,269.8,2019-09-25,7.234,100,0.22,4.762,11.4364,-8.43118,33.0483,1.51033,-0.737226,357540,2450000,2.45,0,100000000,21.9999998807907,2019-08-22 15:00:00
20274,CS,EU/PUT,0288,6.85,2019-12-20,4.421,5,0.212,4.433,6.18868,-3.04583,57.8452,11.7378,-0.492162,132122,0,0,0,60000000,1.05999998748302,2019-08-22 15:00:00
20277,SG,EU/PUT,0388,254.8,2019-10-25,1.272,50,0.27,5.882,18.637,-9.63651,28.0516,4.0938,-0.517062,270125,270000,0.45,0,60000000,13.5000005364418,2019-08-22 15:00:00
20278,SG,EU/PUT,1928,32.27,2019-11-27,-10.111,10,0.136,9.677,26.3971,-7.66539,36.76,13.8997,-0.290388,549296,1352000,2.25333,0,60000000,1.36000007390976,2019-08-22 15:00:00
20280,SG,EU/PUT,0700,305.68,2019-12-17,-7.983,100,0.107,2.885,31.0467,-8.70063,29.8198,11.2041,-0.280243,14800,690000,0.345,0,200000000,10.700000077486,2019-08-22 15:00:00
20281,SG,EU/CALL,0700,390.2,2019-10-28,-17.459,100,0.018,-14.286,184.556,18.4298,27.6869,18.0012,0.0998604,760,100000,0.05,0,200000000,1.79999992251396,2019-08-22 15:00:00
20282,GS,EU/PUT,0388,234.8,2019-11-26,-6.677,50,0.136,7.937,37,-10.5613,27.3741,9.37997,-0.285441,318300,2950000,2.95,0,100000000,6.8000003695488,2019-08-22 15:00:00
20284,GS,EU/PUT,0005,62.57,2019-11-22,10.062,10,0,0,8.48507,-7.59194,16.6895,1.72383,-0.894741,0,0,0,0,80000000,0,2019-08-22 15:00:00
20286,GS,EU/PUT,0941,64.59,2019-11-22,-2.432,10,0.28,16.667,23.6429,-11.5232,21.0358,6.66163,-0.487387,42000,50000,0.0625,0,80000000,2.80000001192093,2019-08-22 15:00:00
20287,GS,EU/PUT,0700,335.68,2019-12-17,1.048,100,0.218,1.869,15.2385,-7.5187,26.7557,5.51475,-0.493401,7327080,480000,0.48,0,100000000,21.7999994754791,2019-08-22 15:00:00
20288,GS,EU/CALL,6886,12.9,2019-11-11,-11.399,10,0.06,-10.448,19.3,7.06118,49.1633,16.5803,0.365864,87430,0,0,0,60000000,0.599999986588955,2019-08-22 15:00:00
20299,GS,EU/PUT,HSI,26188,2019-11-28,0.604,7200,0.165,12.245,21.9114,-11.2987,19.6719,3.95978,-0.515655,168650,4130000,2.75333,0,150000000,1188.00004720688,2019-08-22 15:00:00
20301,UB,EU/PUT,HSI,26800,2019-12-30,2.955,7000,0.248,6.897,14.9947,-8.71772,20.0517,3.71391,-0.581387,0,1260000,0.42,0,300000000,1735.99997162819,2019-08-22 15:00:00
20305,CS,EU/PUT,HSI,27064,2019-11-28,3.969,9000,0.2,10.497,14.4615,-9.112,20.9182,2.94559,-0.630085,641100,2680000,1.78667,0,150000000,1800.00002682209,2019-08-22 15:00:00
20306,MB,EU/CALL,0700,588.88,2020-12-01,-77.267,50,0.16,-3.03,41.525,5.49487,37.7221,79.6749,0.132327,109625,15000,0.0416667,0,36000000,7.99999982118607,2019-08-22 15:00:00
20309,VT,EU/CALL,0005,88.88,2020-01-03,-56.341,10,0.019,0,299.211,11.4366,39.7918,56.6755,0.0382226,0,8184000,20.46,0,40000000,0.189999993890524,2019-08-22 15:00:00
20311,VT,EU/CALL,2318,83.88,2020-12-30,7.366,100,0.14,0,6.46786,3.99824,30.0492,8.09498,0.61817,0,3600000,1.8,0,200000000,14.0000000596046,2019-08-22 15:00:00
20313,VT,EU/CALL,0700,400,2020-01-06,-20.409,100,0.053,0,62.6792,11.1313,29.3936,22.0048,0.177592,22400,72260000,72.26,0,100000000,5.29999993741512,2019-08-22 15:00:00
20314,VT,EU/CALL,0388,238.9,2020-01-03,5.048,100,0.222,-3.057,11.3333,7.55281,24.6572,3.77583,0.666424,0,2080000,2.08,0,100000000,22.2000002861023,2019-08-22 15:00:00
20315,MB,EU/CALL,2382,98.88,2020-01-03,6.717,10,1.64,-0.606,6.46341,4.20209,49.9847,8.75472,0.650134,91750,1090000,9.08333,0,12000000,16.3999998569489,2019-08-22 15:00:00
20316,MB,EU/CALL,0880,12.88,2020-10-16,-71.963,5,0.121,-7.634,12.3802,3.50281,58.9729,80.0401,0.282937,320125,30000,0.075,0,40000000,0.604999996721745,2019-08-22 15:00:00
20317,BP,EU/CALL,0700,376,2019-11-04,-13.185,100,0.046,-9.804,72.2174,14.2973,29.6482,14.5695,0.197976,958310,1360000,1.7,0,80000000,4.6000000089407,2019-08-22 15:00:00
20318,BP,EU/CALL,0700,360,2020-01-03,-8.368,100,0.133,-3.623,24.9774,9.03539,29.1639,12.3721,0.361742,111250,21210000,26.5125,0,80000000,13.3000001311302,2019-08-22 15:00:00
20319,SG,EU/CALL,0358,9.09,2020-07-13,-3.295,10,0.132,-3.65,6.66667,3.52344,50.7014,18.2955,0.528515,0,0,0,0,100000000,1.31999999284744,2019-08-22 15:00:00
20325,BP,EU/PUT,0700,350,2020-01-03,5.358,100,0.335,1.515,9.91642,-5.7454,28.7901,4.72607,-0.579382,6515700,0,0,0,80000000,33.500000834465,2019-08-22 15:00:00
20326,BP,EU/CALL,0388,289,2019-10-03,-14.865,50,0.017,-5.556,296,23.7998,27.9219,15.2027,0.0804047,1870,1465000,2.93,0,50000000,0.8500000461936,2019-08-22 15:00:00
20330,MB,EU/CALL,2318,83.78,2021-01-05,7.477,100,0.13,1.563,6.96538,4.34958,26.7738,6.88018,0.624456,0,5250000,9.90566,0,53000000,12.9999995231628,2019-08-22 15:00:00
20331,BP,EU/CALL,0388,312,2019-11-04,-24.006,50,0.018,-10,279.556,17.7954,29.7086,24.3641,0.0636561,28520,0,0,0,70000000,0.899999961256981,2019-08-22 15:00:00
20332,BP,EU/CALL,2318,115,2020-04-02,-27.002,10,0.124,-0.8,73.0242,10.3502,26.2067,28.3711,0.141737,9300,150000,0.375,0,40000000,1.23999997973442,2019-08-22 15:00:00
20333,UB,EU/CALL,2318,102.33,2019-10-09,-13.009,10,0.019,-20.833,476.579,28.9897,22.3311,13.2192,0.0608287,22700,44395000,44.395,0,100000000,0.189999993890524,2019-08-22 15:00:00
20334,UB,EU/CALL,2318,110.15,2019-11-26,-21.645,10,0.047,-4.082,192.66,16.3983,27.2034,22.1646,0.0851152,3920,500000,0.5,0,100000000,0.469999983906746,2019-08-22 15:00:00
20335,UB,EU/PUT,2318,88.83,2019-10-04,-1.9,10,0.247,0,36.6599,-15.6461,24.0296,4.62728,-0.42679,0,50000,0.05,0,100000000,2.46999993920326,2019-08-22 15:00:00
20338,JP,EU/PUT,HSI,27000,2020-01-30,3.723,8000,0.244,7.489,13.3354,-7.89355,19.4962,3.77538,-0.591923,658660,4910000,1.2275,0,400000000,1952.00002193451,2019-08-22 15:00:00
20339,JP,EU/CALL,3968,49.99,2019-12-31,-36.213,10,0.032,0,114.688,10.7312,35.7272,37.0845,0.0935692,0,0,0,0,80000000,0.320000015199184,2019-08-22 15:00:00
20342,JP,EU/CALL,2318,102.3,2019-10-11,-12.976,10,0.027,3.846,335.37,25.8845,23.6147,13.2744,0.0771817,3070,47965000,23.9825,0,200000000,0.270000007003546,2019-08-22 15:00:00
20343,JP,EU/CALL,0388,312.12,2019-10-31,-24.054,50,0.01,0,503.2,21.4764,27.3661,24.2528,0.0426797,0,6380000,3.19,0,200000000,0.499999988824129,2019-08-22 15:00:00
20347,JP,EU/CALL,6098,20.2,2019-12-31,-4.772,10,0.255,-3.774,7.56078,3.99677,63.0813,17.9979,0.528618,477449,1008000,1.68,0,60000000,2.54999995231628,2019-08-22 15:00:00
20349,JP,EU/CALL,0066,57.57,2020-01-31,-20.692,10,0.064,-22.892,74.5312,11.7427,26.134,22.0335,0.157554,2520,2000000,4,0,50000000,0.640000030398369,2019-08-22 15:00:00
20350,JP,EU/CALL,2899,3.73,2019-12-31,-25.168,1,0.097,-9.346,30.7216,7.31945,43.7897,28.4228,0.238251,5760,2508000,6.27,0,40000000,0.097000002861023,2019-08-22 15:00:00
20356,VT,EU/CALL,0388,288,2020-03-02,-14.467,100,0.077,-6.098,32.6753,9.16768,26.6037,17.5278,0.280569,0,0,0,0,100000000,7.69999995827675,2019-08-22 15:00:00
20357,VT,EU/CALL,0017,14.4,2020-07-28,-43.426,5,0.061,-19.737,32.918,6.0633,38.166,46.4641,0.184194,0,55000,0.11,0,50000000,0.305000003427267,2019-08-22 15:00:00
20358,VT,EU/PUT,1398,5.7,2020-01-06,15.854,1,0.81,1.25,6.07407,-5.26521,20.101,0.609756,-0.866833,0,0,0,0,30000000,0.810000002384186,2019-08-22 15:00:00
20359,GS,EU/PUT,0388,269.8,2019-09-27,7.234,100,0.226,3.196,11.1327,-8.03409,34.2883,1.74881,-0.721663,0,0,0,0,100000000,22.5999996066093,2019-08-22 15:00:00
20363,HS,EU/CALL,2318,93.28,2019-12-31,-3.015,10,0.42,-2.326,21.5595,9.4777,25.8061,7.65323,0.439606,1205150,425000,0.708333,0,60000000,4.19999986886978,2019-08-22 15:00:00
20367,GS,EU/CALL,1093,13.9,2019-11-26,8.432,10,0.218,0.461,6.9633,4.77157,48.2073,5.92885,0.685246,95200,680000,0.971429,0,70000000,2.17999994754791,2019-08-22 15:00:00
20368,JP,EU/CALL,2318,85,2021-06-30,6.129,100,0.144,-0.69,6.28819,3.7263,29.9327,9.77361,0.592586,0,172550000,17.255,0,1000000000,14.3999993801117,2019-08-22 15:00:00
20369,GS,EU/CALL,1299,93.93,2019-11-01,-23.106,10,0.024,0,317.917,18.9248,28.7547,23.4207,0.0595274,0,10206000,12.7575,0,80000000,0.240000002086163,2019-08-22 15:00:00
20370,GS,EU/PUT,2318,84.95,2019-10-08,-6.184,10,0.097,0,93.3505,-21.1431,22.0386,7.25566,-0.226492,0,6425000,8.03125,0,80000000,0.97000002861023,2019-08-22 15:00:00
20371,GS,EU/CALL,0700,390.2,2019-10-28,-17.459,100,0.018,-10,184.556,18.4298,27.6869,18.0012,0.0998604,11200,1010000,0.673333,0,150000000,1.79999992251396,2019-08-22 15:00:00
20373,CS,EU/PUT,2318,92.95,2020-03-23,2.65,50,0.172,-1.149,10.5291,-5.50175,25.4907,6.84705,-0.52253,93975,150000,0.075,0,200000000,8.60000029206276,2019-08-22 15:00:00
20374,CS,EU/PUT,1299,81.83,2020-04-23,7.248,50,0.202,4.124,7.55446,-4.29838,27.7467,5.98952,-0.568986,247400,1240000,1.24,0,100000000,10.1000003516674,2019-08-22 15:00:00
